ear,Age,Both Sexes Population,Male Population,Female Population,Percent Both Sexes,Percent Male,Percent Female,Sex Ratio
2014,69,"5,128,226","2,496,606","2,631,620",0.4,0.4,0.4,94.9
2014,70,"4,791,212","2,320,885","2,470,327",0.4,0.4,0.4,94
2014,71,"4,457,190","2,147,678","2,309,512",0.4,0.3,0.4,93
2014,72,"4,126,619","1,977,120","2,149,499",0.3,0.3,0.4,92
2014,73,"3,800,400","1,809,619","1,990,781",0.3,0.3,0.3,90.9
2014,74,"3,479,799","1,645,876","1,833,923",0.3,0.3,0.3,89.7
2014,75,"3,166,209","1,486,669","1,679,540",0.3,0.2,0.3,88.5
2014,76,"2,860,999","1,332,798","1,528,201",0.2,0.2,0.3,87.2
2014,77,"2,565,524","1,185,031","1,380,493",0.2,0.2,0.2,85.8
2014,78,"2,281,052","1,044,044","1,237,008",0.2,0.2,0.2,84.4
2014,79,"2,008,714","910,356","1,098,358",0.2,0.1,0.2,82.9
2014,80,"1,748,026","783,596","964,430",0.1,0.1,0.2,81.2
2014,81,"1,501,244","664,896","836,348",0.1,0.1,0.1,79.5
2014,82,"1,272,479","556,332","716,147",0.1,0.1,0.1,77.7
2014,83,"1,063,280","458,476","604,804",0.1,0.1,0.1,75.8
2014,84,"874,928","371,695","503,233",0.1,0.1,0.1,73.9
2014,85-89,"2,297,444","935,666","1,361,778",0.2,0.1,0.2,68.7
2014,90-94,"508,304","188,078","320,226",0,0,0.1,58.7
2014,95-99,"60,512","20,037","40,475",0,0,0,49.5
2014,100+,"3,484","1,037","2,4",0,0,0,42.4
