name,sex,age,y2011,y2012,y2013,y2014
Connecticut,0,20,50247,52382,54719,54280
Connecticut,0,21,46941,48270,50698,53015
Connecticut,0,22,43169,43839,45330,47612
Connecticut,0,23,42832,41271,42266,43726
Connecticut,0,24,43867,42987,41681,42691
Connecticut,0,25,44089,44240,43389,42069
Connecticut,0,26,44032,44493,44809,43583
Connecticut,0,27,42689,44212,44821,44948
Connecticut,0,28,43118,42811,44485,44882
Connecticut,0,29,43328,43308,43095,44644
Connecticut,0,30,42398,43469,43446,43171
Connecticut,0,31,43856,42552,43681,43681
Connecticut,0,32,41537,44242,42794,43872
Connecticut,0,33,40998,41897,44629,42952
Connecticut,0,34,40946,41324,42168,44649
Connecticut,0,35,40448,41282,41591,42161
Connecticut,0,36,41588,40491,41176,41607
Connecticut,0,37,40845,41765,40720,41222
Connecticut,0,38,42371,40857,41790,40755
Connecticut,0,39,45688,42544,41151,41903
Connecticut,0,40,49847,45558,42515,41061
Connecticut,0,41,52265,49774,45453,42549
Connecticut,0,42,50638,52236,49785,45352
Connecticut,0,43,50744,50633,52202,49653
Connecticut,0,44,52035,50526,50585,51918
Connecticut,0,45,54454,51937,50347,50429
Connecticut,0,46,57336,54269,51646,50048
Connecticut,0,47,58264,57110,54030,51259
Connecticut,0,48,57498,57988,56817,53780
Connecticut,0,49,57473,57072,57704,56416
Connecticut,0,50,58820,57169,56723,57343
Connecticut,0,51,59027,58531,56846,56395
Connecticut,0,52,57422,58466,57994,56229
Connecticut,0,53,57042,57007,58010,57504
Connecticut,0,54,55832,56640,56570,57532
Connecticut,0,55,53831,55363,56131,55945
Connecticut,0,56,52757,53423,54864,55590
Connecticut,0,57,50128,52130,52745,54066
Connecticut,0,58,47971,49660,51610,52144
Connecticut,0,59,45446,47407,49036,50833
Connecticut,0,60,43371,44863,46770,48328
Connecticut,0,61,42096,42736,44128,46005
Connecticut,0,62,40971,41414,42031,43231
Connecticut,0,63,41284,40263,40720,41300
Connecticut,0,64,44141,40440,39413,39787
Connecticut,0,65,32455,43249,39503,38266
Connecticut,0,66,31508,31721,42256,38370
Connecticut,0,67,31146,30767,30930,41256
Connecticut,0,68,32822,30321,30039,30021
Connecticut,0,69,27565,32053,29532,29190
Connecticut,0,70,24174,26795,31254,28599
Connecticut,0,71,22823,23626,26148,30452
Connecticut,0,72,21639,22256,23051,25428
Connecticut,0,73,20844,21006,21644,22349
Connecticut,0,74,19417,20227,20426,20986
Connecticut,0,75,18740,18843,19615,19755
Connecticut,0,76,18503,18125,18208,18913
Connecticut,0,77,17162,17918,17528,17579
Connecticut,0,78,16874,16490,17194,16840
Connecticut,0,79,16589,16222,15803,16462
Connecticut,0,80,16425,15823,15515,15106
Connecticut,0,81,16116,15619,15083,14769
Connecticut,0,82,15218,15289,14837,14354
Connecticut,0,83,14872,14278,14401,13963
Connecticut,0,84,13788,13857,13322,13480
Connecticut,0,85,86344,87629,88951,89785
Connecticut,0,999,3583160,3586822,3590909,3589082
Connecticut,1,0,19279,18820,18711,18782
Connecticut,1,1,19555,19470,19030,18934
Connecticut,1,2,19974,19695,19617,19185
Connecticut,1,3,20897,20071,19825,19752
Connecticut,1,4,21304,21002,20199,19877
Connecticut,1,5,21792,21390,20994,20210
Connecticut,1,6,22169,21946,21430,21074
Connecticut,1,7,22618,22287,22060,21541
Connecticut,1,8,22792,22696,22313,22016
Connecticut,1,9,22965,22919,22855,22324
Connecticut,1,10,23559,23097,22926,22922
Connecticut,1,11,24253,23666,23228,23095
Connecticut,1,12,24548,24396,23743,23364
Connecticut,1,13,24509,24575,24453,23759
Connecticut,1,14,25028,24609,24672,24580
Connecticut,1,15,25050,25095,24746,24748
Connecticut,1,16,25426,25121,25205,24791
Connecticut,1,17,26282,25493,25285,25348
Connecticut,1,18,27823,27645,26920,26650
Connecticut,1,19,26780,27594,27363,26724
Connecticut,1,20,25764,26831,27695,27554
Connecticut,1,21,24126,24898,26104,27043
Connecticut,1,22,22276,22830,23658,24765
Connecticut,1,23,21827,21314,21985,22831
Connecticut,1,24,22245,21829,21453,22178
Connecticut,1,25,22399,22437,22093,21642
Connecticut,1,26,22456,22538,22688,22187
Connecticut,1,27,21520,22426,22565,22718
Connecticut,1,28,21500,21489,22531,22557
Connecticut,1,29,21393,21433,21572,22572
Connecticut,1,30,20956,21404,21483,21626
Connecticut,1,31,21804,20974,21466,21604
Connecticut,1,32,20465,21911,21019,21502
Connecticut,1,33,20138,20606,22082,21118
Connecticut,1,34,20025,20229,20682,22048
Connecticut,1,35,19846,20173,20364,20644
Connecticut,1,36,20498,19786,20062,20309
Connecticut,1,37,19925,20580,19906,20076
Connecticut,1,38,20448,19911,20566,19887
Connecticut,1,39,22278,20586,20078,20651
Connecticut,1,40,24180,22229,20575,20035
Connecticut,1,41,25405,24134,22234,20628
Connecticut,1,42,24509,25350,24104,22145
Connecticut,1,43,24579,24541,25360,24089
Connecticut,1,44,25359,24501,24547,25238
Connecticut,1,45,26514,25305,24367,24472
Connecticut,1,46,27874,26392,25149,24168
Connecticut,1,47,28305,27740,26221,24910
Connecticut,1,48,28023,28154,27595,26096
Connecticut,1,49,27880,27804,28032,27443
Connecticut,1,50,28570,27670,27575,27798
Connecticut,1,51,28823,28473,27532,27467
Connecticut,1,52,27982,28423,28128,27199
Connecticut,1,53,27981,27760,28207,27906
Connecticut,1,54,27357,27774,27533,27957
Connecticut,1,55,26093,27110,27460,27175
Connecticut,1,56,25708,25888,26860,27160
Connecticut,1,57,24392,25417,25557,26458
Connecticut,1,58,23286,24077,25136,25206
Connecticut,1,59,22007,22998,23740,24742
Connecticut,1,60,20882,21649,22608,23304
Connecticut,1,61,20115,20555,21319,22204
Connecticut,1,62,19438,19687,20106,20821
Connecticut,1,63,19573,19065,19354,19698
Connecticut,1,64,20949,19119,18646,18920
Connecticut,1,65,15386,20439,18597,18033
Connecticut,1,66,14980,14961,19883,17991
Connecticut,1,67,14805,14565,14554,19348
Connecticut,1,68,15421,14332,14133,14048
Connecticut,1,69,12725,14979,13910,13693
Connecticut,1,70,11100,12332,14561,13395
Connecticut,1,71,10314,10792,11955,14121
Connecticut,1,72,9780,10059,10482,11573
Connecticut,1,73,9250,9465,9705,10102
Connecticut,1,74,8569,8901,9121,9363
Connecticut,1,75,8304,8292,8584,8763
Connecticut,1,76,7979,7949,7955,8212
Connecticut,1,77,7290,7678,7638,7633
Connecticut,1,78,7043,6932,7300,7262
Connecticut,1,79,6936,6729,6596,6943
Connecticut,1,80,6837,6533,6372,6228
Connecticut,1,81,6549,6424,6167,5993
Connecticut,1,82,6011,6177,6035,5787
Connecticut,1,83,5780,5548,5714,5596
Connecticut,1,84,5204,5293,5111,5284
Connecticut,1,85,27762,28418,29140,29693
Connecticut,1,999,1742301,1744385,1747085,1747488
Connecticut,2,0,18554,18261,17886,17989
Connecticut,2,1,18660,18803,18524,18147
Connecticut,2,2,19018,18811,18968,18676
Connecticut,2,3,19884,19173,18871,19032
Connecticut,2,4,20581,20078,19321,19063
Connecticut,2,5,20770,20727,20174,19380
Connecticut,2,6,21299,20940,20842,20286
Connecticut,2,7,21728,21428,21037,20841
Connecticut,2,8,21637,21795,21452,21068
Connecticut,2,9,21902,21702,21860,21426
Connecticut,2,10,22444,21988,21774,21967
Connecticut,2,11,23192,22554,22087,21810
Connecticut,2,12,23346,23282,22687,22123
Connecticut,2,13,23332,23448,23415,22742
Connecticut,2,14,23900,23424,23489,23460
Connecticut,2,15,23893,23946,23457,23514
Connecticut,2,16,24318,23955,24013,23525
Connecticut,2,17,24848,24436,24040,24079
Connecticut,2,18,26833,26641,26331,25851
Connecticut,2,19,25714,26878,26752,26384
Connecticut,2,20,24483,25551,27024,26726
Connecticut,2,21,22815,23372,24594,25972
Connecticut,2,22,20893,21009,21672,22847
Connecticut,2,23,21005,19957,20281,20895
Connecticut,2,24,21622,21158,20228,20513
Connecticut,2,25,21690,21803,21296,20427
Connecticut,2,26,21576,21955,22121,21396
Connecticut,2,27,21169,21786,22256,22230
Connecticut,2,28,21618,21322,21954,22325
Connecticut,2,29,21935,21875,21523,22072
Connecticut,2,30,21442,22065,21963,21545
Connecticut,2,31,22052,21578,22215,22077
Connecticut,2,32,21072,22331,21775,22370
Connecticut,2,33,20860,21291,22547,21834
Connecticut,2,34,20921,21095,21486,22601
Connecticut,2,35,20602,21109,21227,21517
Connecticut,2,36,21090,20705,21114,21298
Connecticut,2,37,20920,21185,20814,21146
Connecticut,2,38,21923,20946,21224,20868
Connecticut,2,39,23410,21958,21073,21252
Connecticut,2,40,25667,23329,21940,21026
Connecticut,2,41,26860,25640,23219,21921
Connecticut,2,42,26129,26886,25681,23207
Connecticut,2,43,26165,26092,26842,25564
Connecticut,2,44,26676,26025,26038,26680
Connecticut,2,45,27940,26632,25980,25957
Connecticut,2,46,29462,27877,26497,25880
Connecticut,2,47,29959,29370,27809,26349
Connecticut,2,48,29475,29834,29222,27684
Connecticut,2,49,29593,29268,29672,28973
Connecticut,2,50,30250,29499,29148,29545
Connecticut,2,51,30204,30058,29314,28928
Connecticut,2,52,29440,30043,29866,29030
Connecticut,2,53,29061,29247,29803,29598
Connecticut,2,54,28475,28866,29037,29575
Connecticut,2,55,27738,28253,28671,28770
Connecticut,2,56,27049,27535,28004,28430
Connecticut,2,57,25736,26713,27188,27608
Connecticut,2,58,24685,25583,26474,26938
Connecticut,2,59,23439,24409,25296,26091
Connecticut,2,60,22489,23214,24162,25024
Connecticut,2,61,21981,22181,22809,23801
Connecticut,2,62,21533,21727,21925,22410
Connecticut,2,63,21711,21198,21366,21602
Connecticut,2,64,23192,21321,20767,20867
Connecticut,2,65,17069,22810,20906,20233
Connecticut,2,66,16528,16760,22373,20379
Connecticut,2,67,16341,16202,16376,21908
Connecticut,2,68,17401,15989,15906,15973
Connecticut,2,69,14840,17074,15622,15497
Connecticut,2,70,13074,14463,16693,15204
Connecticut,2,71,12509,12834,14193,16331
Connecticut,2,72,11859,12197,12569,13855
Connecticut,2,73,11594,11541,11939,12247
Connecticut,2,74,10848,11326,11305,11623
Connecticut,2,75,10436,10551,11031,10992
Connecticut,2,76,10524,10176,10253,10701
Connecticut,2,77,9872,10240,9890,9946
Connecticut,2,78,9831,9558,9894,9578
Connecticut,2,79,9653,9493,9207,9519
Connecticut,2,80,9588,9290,9143,8878
Connecticut,2,81,9567,9195,8916,8776
Connecticut,2,82,9207,9112,8802,8567
Connecticut,2,83,9092,8730,8687,8367
Connecticut,2,84,8584,8564,8211,8196
Connecticut,2,85,58582,59211,59811,60092
Connecticut,2,999,1840859,1842437,1843824,1841594
Delaware,0,0,11295,11134,10995,11122
Delaware,0,1,11072,11403,11233,11092
Delaware,0,2,10922,11218,11532,11347
Delaware,0,3,11273,10945,11225,11523
Delaware,0,4,11311,11286,10998,11267
Delaware,0,5,11347,11405,11314,11043
Delaware,0,6,11259,11379,11381,11343
Delaware,0,7,11402,11303,11348,11389
Delaware,0,8,11290,11444,11329,11409
Delaware,0,9,11053,11301,11468,11325
Delaware,0,10,11452,11075,11396,11466
Delaware,0,11,11698,11468,11042,11473
Delaware,0,12,11384,11700,11495,11036
Delaware,0,13,11392,11392,11679,11470
Delaware,0,14,11219,11445,11470,11727
Delaware,0,15,11404,11266,11365,11602
Delaware,0,16,11824,11431,10684,11494
Delaware,0,17,12237,11948,11364,11118
Delaware,0,18,13466,13416,13054,12639
Delaware,0,19,13600,13454,13297,12992
Delaware,0,20,13268,12870,12639,12503
Delaware,0,21,13157,12543,12086,11997
Delaware,0,22,13145,13131,12552,12186
Delaware,0,23,12576,13461,13252,12809
Delaware,0,24,11735,12831,13710,13378
Delaware,0,25,11787,11898,13176,13833
Delaware,0,26,11539,11958,12014,13307
Delaware,0,27,11253,11693,12096,12184
Delaware,0,28,11402,11323,11774,12188
Delaware,0,29,11443,11517,11436,11985
Delaware,0,30,11499,11566,11629,11464
Delaware,0,31,11809,11636,11646,11760
Delaware,0,32,10902,11863,11620,11621
Delaware,0,33,10775,10966,11892,11660
Delaware,0,34,10415,10751,10953,11970
Delaware,0,35,10049,10400,10810,10973
Delaware,0,36,10504,10001,10430,10887
Delaware,0,37,10137,10540,10017,10474
Delaware,0,38,10585,10154,10565,10078
Delaware,0,39,11249,10662,10219,10650
Delaware,0,40,12091,11128,10597,10186
Delaware,0,41,12333,12201,11105,10665
Delaware,0,42,11727,12316,12225,11134
Delaware,0,43,11647,11689,12306,12270
Delaware,0,44,12118,11682,11681,12349
Delaware,0,45,12542,12153,11696,11726
Delaware,0,46,13209,12584,12158,11705
Delaware,0,47,13502,13275,12619,12182
Delaware,0,48,13554,13498,13268,12632
Delaware,0,49,13506,13570,13510,13323
Delaware,0,50,13497,13488,13575,13533
Delaware,0,51,13556,13586,13530,13556
Delaware,0,52,13284,13490,13560,13547
Delaware,0,53,13395,13349,13562,13607
Delaware,0,54,13175,13418,13374,13606
Delaware,0,55,12747,13219,13410,13389
Delaware,0,56,12401,12824,13289,13472
Delaware,0,57,11839,12433,12811,13330
Delaware,0,58,11793,11914,12477,12976
Delaware,0,59,11302,11829,11942,12575
Delaware,0,60,11075,11322,11913,12040
Delaware,0,61,10851,11115,11406,12089
Delaware,0,62,10988,10905,11291,11585
Delaware,0,63,11258,11033,10938,11462
Delaware,0,64,11921,11320,11140,11099
Delaware,0,65,8822,11908,11444,11270
Delaware,0,66,8678,8823,11949,11610
Delaware,0,67,8708,8681,8848,11966
Delaware,0,68,9156,8661,8653,8842
Delaware,0,69,7929,9067,8645,8662
Delaware,0,70,7263,7808,9019,8585
Delaware,0,71,6722,7138,7753,8911
Delaware,0,72,6430,6625,7091,7684
Delaware,0,73,6187,6288,6485,6959
Delaware,0,74,5590,6063,6215,6366
Delaware,0,75,5303,5478,5966,6094
Delaware,0,76,5200,5154,5349,5764
Delaware,0,77,4659,5005,5015,5161
Delaware,0,78,4486,4504,4841,4808
Delaware,0,79,4386,4310,4355,4619
Delaware,0,80,4159,4208,4128,4166
Delaware,0,81,3886,3909,4027,3885
Delaware,0,82,3508,3698,3685,3827
Delaware,0,83,3284,3308,3528,3490
Delaware,0,84,2971,3033,3072,3287
Delaware,0,85,16218,16817,17442,17951
Delaware,0,999,903985,913004,921078,931729
Delaware,1,0,5740,5694,5549,5667
Delaware,1,1,5637,5777,5728,5579
Delaware,1,2,5598,5744,5874,5821
Delaware,1,3,5655,5606,5736,5856
Delaware,1,4,5707,5664,5610,5743
Delaware,1,5,5752,5754,5665,5660
Delaware,1,6,5654,5752,5704,5667
Delaware,1,7,5803,5655,5726,5727
Delaware,1,8,5777,5800,5667,5748
Delaware,1,9,5669,5757,5808,5678
Delaware,1,10,5864,5695,5835,5847
Delaware,1,11,5956,5868,5676,5861
Delaware,1,12,5775,5925,5862,5671
Delaware,1,13,5828,5758,5934,5881
Delaware,1,14,5712,5849,5765,5938
Delaware,1,15,5784,5717,5800,5845
Delaware,1,16,6078,5838,5414,5855
Delaware,1,17,6241,6155,5778,5628
Delaware,1,18,6713,6677,6544,6236
Delaware,1,19,6731,6737,6610,6515
Delaware,1,20,6577,6344,6297,6217
Delaware,1,21,6565,6280,5978,6082
Delaware,1,22,6362,6527,6331,6110
Delaware,1,23,6115,6516,6619,6462
Delaware,1,24,5920,6216,6641,6719
Delaware,1,25,5865,5994,6424,6746
Delaware,1,26,5726,5901,6025,6437
Delaware,1,27,5582,5789,5943,6100
Delaware,1,28,5715,5624,5754,5961
Delaware,1,29,5592,5767,5667,5866
Delaware,1,30,5539,5673,5795,5678
Delaware,1,31,5744,5613,5689,5898
Delaware,1,32,5352,5735,5604,5642
Delaware,1,33,5269,5379,5743,5645
Delaware,1,34,5032,5212,5354,5755
Delaware,1,35,4846,5051,5259,5364
Delaware,1,36,5085,4830,5059,5294
Delaware,1,37,4920,5115,4840,5079
Delaware,1,38,5154,4896,5102,4834
Delaware,1,39,5440,5233,4956,5146
Delaware,1,40,5885,5341,5181,4924
Delaware,1,41,5938,5941,5350,5217
Delaware,1,42,5646,5920,5960,5354
Delaware,1,43,5563,5644,5933,5991
Delaware,1,44,5820,5580,5613,5949
Delaware,1,45,6037,5833,5555,5634
Delaware,1,46,6359,6060,5819,5537
Delaware,1,47,6610,6364,6085,5820
Delaware,1,48,6521,6609,6334,6098
Delaware,1,49,6566,6500,6579,6335
Delaware,1,50,6442,6549,6513,6598
Delaware,1,51,6442,6479,6569,6494
Delaware,1,52,6458,6398,6461,6568
Delaware,1,53,6446,6474,6421,6465
Delaware,1,54,6283,6402,6467,6412
Delaware,1,55,6064,6281,6383,6437
Delaware,1,56,5927,6124,6284,6407
Delaware,1,57,5602,5906,6084,6267
Delaware,1,58,5544,5631,5914,6127
Delaware,1,59,5183,5568,5595,5941
Delaware,1,60,5156,5183,5573,5640
Delaware,1,61,5107,5164,5217,5623
Delaware,1,62,5154,5150,5252,5285
Delaware,1,63,5213,5152,5109,5292
Delaware,1,64,5682,5219,5196,5150
Delaware,1,65,4069,5673,5270,5259
Delaware,1,66,4047,4090,5702,5330
Delaware,1,67,4039,4039,4108,5724
Delaware,1,68,4272,4019,4005,4104
Delaware,1,69,3646,4225,4021,4020
Delaware,1,70,3345,3607,4183,4005
Delaware,1,71,3096,3281,3569,4130
Delaware,1,72,3015,3032,3227,3520
Delaware,1,73,2858,2941,2957,3169
Delaware,1,74,2537,2794,2899,2892
Delaware,1,75,2406,2473,2730,2827
Delaware,1,76,2362,2346,2404,2646
Delaware,1,77,2082,2244,2259,2288
Delaware,1,78,1981,2001,2155,2156
Delaware,1,79,1916,1889,1929,2031
Delaware,1,80,1830,1820,1803,1823
Delaware,1,81,1687,1715,1719,1682
Delaware,1,82,1493,1602,1609,1622
Delaware,1,83,1343,1377,1493,1498
Delaware,1,84,1177,1229,1306,1404
Delaware,1,85,5382,5663,5969,6274
Delaware,1,999,436305,440649,444129,449427
Delaware,2,0,5555,5440,5446,5455
Delaware,2,1,5435,5626,5505,5513
Delaware,2,2,5324,5474,5658,5526
Delaware,2,3,5618,5339,5489,5667
Delaware,2,4,5604,5622,5388,5524
Delaware,2,5,5595,5651,5649,5383
Delaware,2,6,5605,5627,5677,5676
Delaware,2,7,5599,5648,5622,5662
Delaware,2,8,5513,5644,5662,5661
Delaware,2,9,5384,5544,5660,5647
Delaware,2,10,5588,5380,5561,5619
Delaware,2,11,5742,5600,5366,5612
Delaware,2,12,5609,5775,5633,5365
Delaware,2,13,5564,5634,5745,5589
Delaware,2,14,5507,5596,5705,5789
Delaware,2,15,5620,5549,5565,5757
Delaware,2,16,5746,5593,5270,5639
Delaware,2,17,5996,5793,5586,5490
Delaware,2,18,6753,6739,6510,6403
Delaware,2,19,6869,6717,6687,6477
Delaware,2,20,6691,6526,6342,6286
Delaware,2,21,6592,6263,6108,5915
Delaware,2,22,6783,6604,6221,6076
Delaware,2,23,6461,6945,6633,6347
Delaware,2,24,5815,6615,7069,6659
Delaware,2,25,5922,5904,6752,7087
Delaware,2,26,5813,6057,5989,6870
Delaware,2,27,5671,5904,6153,6084
Delaware,2,28,5687,5699,6020,6227
Delaware,2,29,5851,5750,5769,6119
Delaware,2,30,5960,5893,5834,5786
Delaware,2,31,6065,6023,5957,5862
Delaware,2,32,5550,6128,6016,5979
Delaware,2,33,5506,5587,6149,6015
Delaware,2,34,5383,5539,5599,6215
Delaware,2,35,5203,5349,5551,5609
Delaware,2,36,5419,5171,5371,5593
Delaware,2,37,5217,5425,5177,5395
Delaware,2,38,5431,5258,5463,5244
Delaware,2,39,5809,5429,5263,5504
Delaware,2,40,6206,5787,5416,5262
Delaware,2,41,6395,6260,5755,5448
Delaware,2,42,6081,6396,6265,5780
Delaware,2,43,6084,6045,6373,6279
Delaware,2,44,6298,6102,6068,6400
Delaware,2,45,6505,6320,6141,6092
Delaware,2,46,6850,6524,6339,6168
Delaware,2,47,6892,6911,6534,6362
Delaware,2,48,7033,6889,6934,6534
Delaware,2,49,6940,7070,6931,6988
Delaware,2,50,7055,6939,7062,6935
Delaware,2,51,7114,7107,6961,7062
Delaware,2,52,6826,7092,7099,6979
Delaware,2,53,6949,6875,7141,7142
Delaware,2,54,6892,7016,6907,7194
Delaware,2,55,6683,6938,7027,6952
Delaware,2,56,6474,6700,7005,7065
Delaware,2,57,6237,6527,6727,7063
Delaware,2,58,6249,6283,6563,6849
Delaware,2,59,6119,6261,6347,6634
Delaware,2,60,5919,6139,6340,6400
Delaware,2,61,5744,5951,6189,6466
Delaware,2,62,5834,5755,6039,6300
Delaware,2,63,6045,5881,5829,6170
Delaware,2,64,6239,6101,5944,5949
Delaware,2,65,4753,6235,6174,6011
Delaware,2,66,4631,4733,6247,6280
Delaware,2,67,4669,4642,4740,6242
Delaware,2,68,4884,4642,4648,4738
Delaware,2,69,4283,4842,4624,4642
Delaware,2,70,3918,4201,4836,4580
Delaware,2,71,3626,3857,4184,4781
Delaware,2,72,3415,3593,3864,4164
Delaware,2,73,3329,3347,3528,3790
Delaware,2,74,3053,3269,3316,3474
Delaware,2,75,2897,3005,3236,3267
Delaware,2,76,2838,2808,2945,3118
Delaware,2,77,2577,2761,2756,2873
Delaware,2,78,2505,2503,2686,2652
Delaware,2,79,2470,2421,2426,2588
Delaware,2,80,2329,2388,2325,2343
Delaware,2,81,2199,2194,2308,2203
Delaware,2,82,2015,2096,2076,2205
Delaware,2,83,1941,1931,2035,1992
Delaware,2,84,1794,1804,1766,1883
Delaware,2,85,10836,11154,11473,11677
Delaware,2,999,467680,472355,476949,482302
District of Columbia,0,0,8945,8812,9197,9147
District of Columbia,0,1,7650,8837,8544,8966
District of Columbia,0,2,6652,7729,8784,8372
District of Columbia,0,3,6719,6725,7782,8714
District of Columbia,0,4,6314,6759,6757,7695
District of Columbia,0,5,5872,6315,6682,6685
District of Columbia,0,6,5562,5874,6384,6640
District of Columbia,0,7,5286,5578,5870,6315
District of Columbia,0,8,5017,5323,5641,5811
District of Columbia,0,9,4983,5050,5376,5637
District of Columbia,0,10,5026,5029,5041,5405
District of Columbia,0,11,5027,5078,5071,5058
District of Columbia,0,12,4870,5035,5127,5061
District of Columbia,0,13,4885,4910,5093,5147
District of Columbia,0,14,4978,4921,4902,5095
District of Columbia,0,15,5028,4976,4988,5045
District of Columbia,0,16,5365,5140,5058,5183
District of Columbia,0,17,5859,5622,5403,5329
District of Columbia,0,18,9874,9683,9452,9157
District of Columbia,0,19,13124,13304,12966,12811
District of Columbia,0,20,11620,11714,11866,11466
District of Columbia,0,21,10756,10277,10581,10671
District of Columbia,0,22,11426,10854,10609,10980
District of Columbia,0,23,12718,12427,11807,11866
District of Columbia,0,24,14067,13780,13547,12897
District of Columbia,0,25,14786,14618,14498,14321
District of Columbia,0,26,15191,15413,15307,15030
District of Columbia,0,27,14739,15823,15824,15686
District of Columbia,0,28,14743,15336,16117,16063
District of Columbia,0,29,14298,14998,15558,16121
District of Columbia,0,30,13563,14531,15121,15529
District of Columbia,0,31,13445,13651,14541,14861
District of Columbia,0,32,11931,13514,13658,14383
District of Columbia,0,33,11043,11972,13520,13276
District of Columbia,0,34,10307,10981,11861,13372
District of Columbia,0,35,9470,10139,10932,11683
District of Columbia,0,36,9268,9349,10030,10647
District of Columbia,0,37,8434,9267,9237,9815
District of Columbia,0,38,8267,8357,9168,9088
District of Columbia,0,39,8281,8272,8302,9007
District of Columbia,0,40,8532,8296,8237,8211
District of Columbia,0,41,8567,8527,8315,8181
District of Columbia,0,42,7610,8563,8452,8206
District of Columbia,0,43,7211,7729,8553,8326
District of Columbia,0,44,7245,7250,7775,8564
District of Columbia,0,45,7374,7268,7241,7784
District of Columbia,0,46,7826,7373,7274,7238
District of Columbia,0,47,8032,7825,7437,7312
District of Columbia,0,48,7746,8051,7849,7305
District of Columbia,0,49,7511,7789,8078,7745
District of Columbia,0,50,7578,7595,7880,8077
District of Columbia,0,51,7755,7630,7676,7844
District of Columbia,0,52,7465,7745,7651,7605
District of Columbia,0,53,7354,7451,7695,7633
District of Columbia,0,54,7478,7420,7525,7717
District of Columbia,0,55,7341,7461,7437,7534
District of Columbia,0,56,7359,7253,7454,7296
District of Columbia,0,57,7166,7306,7266,7375
District of Columbia,0,58,6885,7099,7304,7172
District of Columbia,0,59,6527,6939,7138,7237
District of Columbia,0,60,6479,6491,6789,6950
District of Columbia,0,61,6453,6438,6414,6697
District of Columbia,0,62,6340,6360,6320,6322
District of Columbia,0,63,6149,6321,6262,6254
District of Columbia,0,64,6148,6094,6245,6136
District of Columbia,0,65,4641,5979,5821,5967
District of Columbia,0,66,4584,4465,5766,5578
District of Columbia,0,67,4415,4395,4250,5528
District of Columbia,0,68,4423,4249,4240,4073
District of Columbia,0,69,4013,4258,4042,4086
District of Columbia,0,70,3512,3821,4074,3841
District of Columbia,0,71,3423,3355,3660,3878
District of Columbia,0,72,3155,3277,3226,3480
District of Columbia,0,73,3019,3026,3122,3056
District of Columbia,0,74,2736,2891,2847,2951
District of Columbia,0,75,2625,2617,2785,2717
District of Columbia,0,76,2537,2504,2516,2644
District of Columbia,0,77,2300,2421,2359,2378
District of Columbia,0,78,2274,2180,2268,2237
District of Columbia,0,79,2123,2163,2095,2150
District of Columbia,0,80,1998,2026,2049,1953
District of Columbia,0,81,2046,1844,1868,1919
District of Columbia,0,82,1957,1953,1744,1798
District of Columbia,0,83,1797,1830,1844,1619
District of Columbia,0,84,1702,1633,1700,1698
District of Columbia,0,85,10621,10855,11049,11203
District of Columbia,0,999,617421,631989,645794,655510
District of Columbia,1,0,4615,4377,4678,4609
District of Columbia,1,1,3930,4593,4268,4615
District of Columbia,1,2,3377,3988,4575,4186
District of Columbia,1,3,3400,3410,4003,4515
District of Columbia,1,4,3234,3404,3415,3947
District of Columbia,1,5,2963,3241,3357,3392
District of Columbia,1,6,2789,2952,3265,3303
District of Columbia,1,7,2663,2796,2942,3228
District of Columbia,1,8,2472,2698,2833,2893
District of Columbia,1,9,2507,2472,2756,2824
District of Columbia,1,10,2567,2496,2464,2766
District of Columbia,1,11,2556,2581,2499,2452
District of Columbia,1,12,2468,2558,2612,2500
District of Columbia,1,13,2470,2460,2552,2614
District of Columbia,1,14,2505,2481,2457,2556
District of Columbia,1,15,2477,2481,2485,2504
District of Columbia,1,16,2664,2527,2541,2622
District of Columbia,1,17,2894,2753,2636,2635
District of Columbia,1,18,4436,4317,4206,4021
District of Columbia,1,19,6125,6204,5965,5887
District of Columbia,1,20,5452,5458,5540,5274
District of Columbia,1,21,4963,4924,4885,4955
District of Columbia,1,22,5001,4951,5010,4864
District of Columbia,1,23,5441,5308,5434,5586
District of Columbia,1,24,6227,6027,5917,6034
District of Columbia,1,25,6596,6475,6398,6325
District of Columbia,1,26,6869,6977,6849,6789
District of Columbia,1,27,6789,7228,7260,7090
District of Columbia,1,28,6776,7036,7394,7412
District of Columbia,1,29,6655,6968,7252,7489
District of Columbia,1,30,6400,6745,7091,7386
District of Columbia,1,31,6484,6421,6781,6996
District of Columbia,1,32,5778,6574,6490,6803
District of Columbia,1,33,5326,5847,6606,6321
District of Columbia,1,34,4915,5374,5875,6550
District of Columbia,1,35,4661,4828,5356,5796
District of Columbia,1,36,4601,4634,4779,5205
District of Columbia,1,37,4165,4630,4576,4665
District of Columbia,1,38,4073,4126,4570,4448
District of Columbia,1,39,4096,4078,4125,4486
District of Columbia,1,40,4277,4091,4096,4062
District of Columbia,1,41,4352,4288,4136,4061
District of Columbia,1,42,3848,4325,4223,4071
District of Columbia,1,43,3684,3900,4320,4144
District of Columbia,1,44,3614,3675,3876,4323
District of Columbia,1,45,3701,3630,3636,3877
District of Columbia,1,46,3975,3700,3591,3648
District of Columbia,1,47,4077,3948,3721,3613
District of Columbia,1,48,3941,4079,3967,3689
District of Columbia,1,49,3746,3954,4076,3926
District of Columbia,1,50,3817,3806,4005,4058
