name,sex,age,y2010,y2011,y2012,y2013,y2014
Russia,1,41,895118,964552,986946,979289,1001471
Russia,1,42,883472,889194,958268,980711,973347
Russia,1,43,923857,876911,882819,951509,974001
Russia,1,44,932904,916102,869898,875996,944276
Russia,1,45,975276,924765,908406,862927,869202
Russia,1,46,1045080,966383,916688,900754,855982
Russia,1,47,1089513,1034375,956915,908072,892578
Russia,1,48,1135927,1077073,1022996,946830,898878
Russia,1,49,1159052,1121644,1064005,1011027,936206
Russia,1,50,1118893,1142510,1106119,1049758,997936
Russia,1,51,1100431,1101148,1124847,1089510,1034476
Russia,1,52,1071450,1081989,1083174,1106940,1072654
Russia,1,53,1019027,1052476,1063303,1064942,1088757
Russia,1,54,1001826,1000252,1033524,1044614,1046681
Russia,1,55,989058,981467,980411,1013480,1024829
Russia,1,56,887918,966963,960056,959522,992364
Russia,1,57,872052,867122,944757,938509,938471
Russia,1,58,833244,849834,845521,921673,916089
Russia,1,59,779129,810027,826656,822968,897555
Russia,1,60,782054,754056,784507,801170,798155
Russia,1,61,643810,753212,726871,756829,773516
Russia,1,62,588386,618387,724043,699341,728765
Russia,1,63,531416,564002,593278,695195,672073
Russia,1,64,315055,508432,540084,568613,666820
Russia,1,65,242193,302225,487966,518737,546547
Russia,1,66,220751,232906,290803,469763,499704
Russia,1,67,299269,211796,223609,279358,451509
Russia,1,68,483518,286187,202723,214180,267741
Russia,1,69,475193,460978,273103,193636,204725
Russia,1,70,503424,450037,436966,259151,183936
Russia,1,71,484240,472931,423231,411364,244261
Russia,1,72,447240,451954,441906,395922,385250
Russia,1,73,350300,413325,418239,409481,367356
Russia,1,74,290198,321125,379442,384511,377001
Russia,1,75,222938,266204,294965,348980,354110
Russia,1,76,205440,205002,245058,271843,321978
Russia,1,77,230396,187885,187719,224651,249495
Russia,1,78,215508,208840,170560,170640,204461
Russia,1,79,217543,194316,188567,154233,154513
Russia,1,80,187408,192918,172619,167792,137481
Russia,1,81,168135,163223,168359,150952,147022
Russia,1,82,131087,145779,141800,146544,131651
Russia,1,83,98532,112308,125150,121988,126326
Russia,1,84,66723,82437,94190,105215,102812
Russia,2,999,76524124,76537351,76545581,76547022,76539681
Russia,2,0,856591,860126,851946,840173,824836
Russia,2,1,838222,856425,859979,851826,840081
Russia,2,2,801729,838281,856490,860058,851926
Russia,2,3,745457,802001,838550,856762,860338
Russia,2,4,708531,745807,802343,838890,857105
Russia,2,5,713909,708949,746222,802751,839296
Russia,2,6,718032,714374,709424,746695,803220
Russia,2,7,692176,718518,714870,709929,747199
Russia,2,8,652212,692686,719029,715389,710455
Russia,2,9,621156,652743,693214,719558,715925
Russia,2,10,598858,621751,653337,693807,720151
Russia,2,11,603678,599511,622406,653990,694458
Russia,2,12,616647,604328,600169,623065,654649
Russia,2,13,624718,617285,604976,600825,623722
Russia,2,14,651782,625323,617898,605600,601457
Russia,2,15,681190,652671,626233,618818,606533
Russia,2,16,693487,682348,653853,627439,620037
Russia,2,17,741794,694568,683450,654985,628597
Russia,2,18,844243,742806,695627,684529,656095
Russia,2,19,940165,845156,743804,696673,685596
Russia,2,20,1027858,941796,846876,745612,698530
Russia,2,21,1179479,1030209,944240,849412,748239
Russia,2,22,1247581,1181700,1032575,946696,851959
Russia,2,23,1260955,1249753,1183956,1034970,949177
Russia,2,24,1212983,1263102,1251943,1186229,1037380
Russia,2,25,1232093,1215082,1265202,1254099,1188486
Russia,2,26,1261931,1234015,1217089,1267217,1256186
Russia,2,27,1188948,1263713,1235907,1219070,1269209
Russia,2,28,1137730,1190774,1265515,1237818,1221068
Russia,2,29,1133120,1139540,1192587,1267303,1239715
Russia,2,30,1112303,1134358,1140849,1193899,1268591
Russia,2,31,1108743,1113050,1135156,1141721,1194773
Russia,2,32,1088328,1109440,1113827,1135981,1142616
Russia,2,33,1097546,1088921,1110083,1114550,1136751
Russia,2,34,1074098,1097965,1089452,1110663,1115211
Russia,2,35,1055117,1074507,1098417,1090010,1111266
Russia,2,36,1025793,1055515,1074954,1098902,1090596
Russia,2,37,1042108,1026096,1055840,1075328,1099313
Russia,2,38,1009200,1042204,1026325,1056090,1075623
Russia,2,39,978053,1009215,1042229,1026481,1056266
Russia,2,40,930407,977641,1008807,1041824,1026195
Russia,2,41,924488,929606,976794,1007959,1040972
Russia,2,42,928129,923498,928680,975817,1006978
Russia,2,43,974612,926844,922310,927557,974639
Russia,2,44,986961,972852,925341,920911,926228
Russia,2,45,1043033,985137,971167,923901,919565
Russia,2,46,1129572,1041003,983394,969553,922520
Russia,2,47,1193603,1126835,1038704,981401,967698
Russia,2,48,1253404,1190172,1123802,1036137,979159
Russia,2,49,1297407,1249211,1186402,1120453,1033285
Russia,2,50,1274845,1292465,1244659,1182294,1116784
Russia,2,51,1279247,1269494,1287178,1239775,1177871
Russia,2,52,1253899,1273383,1263853,1281600,1234613
Russia,2,53,1218522,1247685,1267223,1257920,1275730
Russia,2,54,1219418,1212100,1241250,1260839,1251764
Russia,2,55,1228156,1212103,1205026,1234163,1253807
Russia,2,56,1123539,1219822,1204107,1197288,1226410
Russia,2,57,1127619,1115404,1211100,1195731,1189178
Russia,2,58,1091848,1118402,1106531,1201597,1186602
Russia,2,59,1045941,1081877,1108414,1096912,1191302
Russia,2,60,1080610,1035029,1070830,1097347,1086237
Russia,2,61,914353,1067787,1023066,1058720,1085212
Russia,2,62,862251,902593,1054252,1010429,1045922
Russia,2,63,800534,850250,890285,1040083,997189
Russia,2,64,486182,788522,837736,877442,1025294
Russia,2,65,376423,479243,777160,825873,865238
Russia,2,66,349957,371186,472596,766348,814559
Russia,2,67,502364,344607,365590,465499,754818
Russia,2,68,821797,493656,338848,359566,457865
Russia,2,69,832619,805936,484429,332733,353167
Russia,2,70,928493,813614,787876,473908,325747
Russia,2,71,938710,903398,792077,767420,461975
Russia,2,72,892272,910125,876419,768911,745410
Russia,2,73,735111,860776,878620,846688,743381
Russia,2,74,628596,705510,826753,844583,814561
Russia,2,75,501079,602207,676418,793255,811012
Russia,2,76,478989,479496,576664,648200,760696
Russia,2,77,561181,456104,457003,550032,618762
Russia,2,78,530227,531009,432099,433396,522075
Russia,2,79,569830,499146,500454,407757,409431
Russia,2,80,524517,530749,465610,467479,381465
Russia,2,81,519321,482863,489439,430127,432566
Russia,2,82,431731,474792,442290,449118,395420
Russia,2,83,383415,390524,430347,401724,408740
Russia,2,84,314649,342918,350091,386653,361766
